"Id1","Id2","McdFullName1","McdFullName2","Lv3Name1","Lv3Name2","PolyId1","PolyId2","Cou1Name1","Cou1Name2","Length"
"0073564000","0073677600","Hopewell township","Independence township","","",1,1,"Beaver","Beaver",8006.68436611027
"0412168000","0413229600","East Pennsboro township","Hampden township","","",1,1,"Cumberland","Cumberland",8005.05239082482
"1335490400","1337309600","North Codorus township","Springfield township","","",1,1,"York","York",8002.10381099013
"0515546400","0517852800","North Union township","Uniontown city","","",1,1,"Fayette","Fayette",7992.41366153036
"0775557600","0778128000","North Whitehall township","Washington township","","",1,1,"Lehigh","Lehigh",7988.53878299617
"0276673600","0333175200","Rush township","Gulich township","","",1,1,"Centre","Clearfield",7988.14568307738
"0191000000","0198578400","Buffalo township","Winfield township","","",1,1,"Butler","Butler",7986.30295834423
"0892187200","0897134400","East Stroudsburg borough","Smithfield township","","",1,1,"Monroe","Monroe",7982.76513207327
"0734664800","0737836800","Mahoning township","Union township","","",1,1,"Lawrence","Lawrence",7982.05253863295
"0191202400","0195599200","Center township","Oakland township","","",1,1,"Butler","Butler",7975.36502032186
"1213748000","1217500000","Jackson township","Sugarcreek borough","","",1,1,"Venango","Venango",7973.05246771401
"0191548000","0195599200","Concord township","Oakland township","","",1,1,"Butler","Butler",7972.33908263031
"0032590400","1256537600","Findlay township","Robinson township","","",1,1,"Allegheny","Washington",7971.45107289217
"0770200000","0778452800","Allentown city","Whitehall township","","",1,1,"Lehigh","Lehigh",7970.09951510566
"1176462400","1177510400","Richmond township","Sullivan township","","",1,1,"Tioga","Tioga",7968.78942698832
"0434926400","0974496000","Mifflin township","Lower Mahanoy township","","",1,1,"Dauphin","Northumberland",7968.26412362903
"0192690400","0195879200","Forward township","Penn township","","",1,1,"Butler","Butler",7967.82668067044
"1335356800","1337057600","New Freedom borough","Shrewsbury township","","",1,1,"York","York",7964.9474493122
"0192090400","0197518400","East Butler borough","Summit township","","",1,1,"Butler","Butler",7962.31018929106
"0790667200","0797506400","Black Creek township","Sugarloaf township","","",1,1,"Luzerne","Luzerne",7959.53862985492
"0714699200","0718315200","Manor township","West Hempfield township","","",1,1,"Lancaster","Lancaster",7959.02067214986
"0310469600","0314319200","Beaver township","Licking township","","",1,1,"Clarion","Clarion",7954.96519257308
"0134787200","0135559200","Martinsburg borough","North Woodbury township","","",1,1,"Blair","Blair",7953.46064672428
"0191404800","0197518400","Clearfield township","Summit township","","",1,1,"Butler","Butler",7951.62191476501
"0891332800","0896628000","Chestnuthill township","Ross township","","",1,1,"Monroe","Monroe",7950.3780256081
"0192484000","0195798400","Fairview township","Parker township","","",1,1,"Butler","Butler",7946.9083947859
"0058302400","0191404800","West Franklin township","Clearfield township","","",1,1,"Armstrong","Butler",7943.99604340955
"0494220800","0497831200","LeBoeuf township","Union township","","",1,1,"Erie","Erie",7941.48163652005
"1333372800","1337299200","Hellam township","Springettsbury township","","",1,1,"York","York",7939.03966331405
"1211313600","1215602400","Cherrytree township","Oakland township","","",1,1,"Venango","Venango",7937.72661519515
"0451244200","0451548800","Chadds Ford township","Concord township","","",1,1,"Delaware","Delaware",7937.7092896298
"0631112000","0635518400","Canoe township","North Mahoning township","","",1,1,"Indiana","Indiana",7937.34148876196
"0673142400","0993144000","Greenwood township","Greenwood township","","",1,1,"Juniata","Perry",7934.73264214043
"1270578400","1275700000","Berlin township","Oregon township","","",1,1,"Wayne","Wayne",7926.36254157237
"1154312000","1157077600","Liberty township","Silver Lake township","","",1,1,"Susquehanna","Susquehanna",7925.02662024439
"0796112000","0798515200","Plains township","Wilkes-Barre city","","",1,1,"Luzerne","Luzerne",7923.31642646913
"0375179200","0375689600","Mount Pleasant township","Orange township","","",1,1,"Columbia","Columbia",7919.69726210095
"1257250400","1258132800","South Strabane township","Washington city","","",1,1,"Washington","Washington",7914.76361408083
"0191432000","0194905600","Clinton township","Middlesex township","","",1,1,"Butler","Butler",7912.29038059417
"0171979200","0178104800","Doylestown township","Warrington township","","",1,1,"Bucks","Bucks",7910.2831927594
"0191299200","0197119200","Cherry township","Slippery Rock township","","",1,1,"Butler","Butler",7903.6743081136
"0635518400","0638341600","North Mahoning township","West Mahoning township","","",1,1,"Indiana","Indiana",7903.5321567996
"0191945600","0192484000","Donegal township","Fairview township","","",1,1,"Butler","Butler",7902.78768411673
"0032712000","0035638400","Fox Chapel borough","O'Hara township","","",1,1,"Allegheny","Allegheny",7898.88763920671
"0193289600","0194868800","Harrisville borough","Mercer township","","",1,1,"Butler","Butler",7898.12714284764
"0054005600","0056157600","Kittanning township","Plumcreek township","","",1,1,"Armstrong","Armstrong",7898.00472810493
"0014860800","0017816000","Menallen township","Tyrone township","","",1,1,"Adams","Adams",7895.72897328515
"0974391200","0974485600","Little Mahanoy township","Lower Augusta township","","",1,1,"Northumberland","Northumberland",7894.60104504716
"0292303200","0295381600","Elk township","New London township","","",1,1,"Chester","Chester",7894.14751480524
"0392109600","0398173600","East Fairfield township","Wayne township","","",1,1,"Crawford","Crawford",7890.70203901711
"0193734400","0194120800","Jackson township","Lancaster township","","",1,1,"Butler","Butler",7890.5041094685
"0117671200","0117875200","Tilden township","Upper Bern township","","",1,1,"Berks","Berks",7884.61225571595
"1153073600","1154312000","Great Bend township","Liberty township","","",1,1,"Susquehanna","Susquehanna",7884.44693702419
"0191000000","0191432000","Buffalo township","Clinton township","","",1,1,"Butler","Butler",7883.80467819731
"0591203200","0598176800","Center township","Wayne township","","",1,1,"Greene","Greene",7883.62637942572
"1077231200","1078179200","South Manheim township","Wayne township","","",1,1,"Schuylkill","Schuylkill",7881.07541644917
"0971453600","0972092800","Coal township","East Cameron township","","",1,1,"Northumberland","Northumberland",7880.16895409606
"0055485600","0057200000","North Buffalo township","South Buffalo township","","",1,1,"Armstrong","Armstrong",7879.17648461325
"0031521600","0037216000","Collier township","South Fayette township","","",1,1,"Allegheny","Allegheny",7878.50133160052
"0513787200","0516390400","Jefferson township","Redstone township","","",1,1,"Fayette","Fayette",7876.57851431866
"0191692000","0193734400","Cranberry township","Jackson township","","",3,1,"Butler","Butler",7869.59283646184
"0415524800","0418380000","North Newton township","West Pennsboro township","","",1,1,"Cumberland","Cumberland",7867.02408691758
"0254188800","0792692800","Lausanne township","Foster township","","",1,1,"Carbon","Luzerne",7866.92685675767
"0293553600","0298266400","Honey Brook township","West Caln township","","",1,1,"Chester","Chester",7863.368750506
"0352829600","0358644800","Gallagher township","Woodward township","","",1,1,"Clinton","Clinton",7862.74897822064
"0498145600","0498147200","Waterford borough","Waterford township","","",1,1,"Erie","Erie",7862.31186718038
"0494622400","0498147200","McKean township","Waterford township","","",1,1,"Erie","Erie",7860.71046799204
"0514556000","0591764800","Luzerne township","Cumberland township","","",1,1,"Fayette","Greene",7857.68955988672
"0292110400","0293444800","East Fallowfield township","Highland township","","",1,1,"Chester","Chester",7857.34526237081
"0736840800","0737120000","Scott township","Slippery Rock township","","",1,1,"Lawrence","Lawrence",7856.58646793827
"0712123200","0716344000","East Hempfield township","Rapho township","","",1,1,"Lancaster","Lancaster",7856.56054257974
"0011045600","0017816000","Butler township","Tyrone township","","",1,1,"Adams","Adams",7854.40412448783
"0712300800","0715884000","Elizabeth township","Penn township","","",1,1,"Lancaster","Lancaster",7852.02082948202
"0697660100","0891596000","Thornhurst township","Coolbaugh township","","",1,1,"Lackawanna","Monroe",7849.7404685014
"1290089200","1297977600","Allegheny township","Vandergrift borough","","",1,1,"Westmoreland","Westmoreland",7848.8375523595
"1251180000","1255960800","Cecil township","Peters township","","",1,1,"Washington","Washington",7844.18954164516
"0395646400","1237260000","Oil Creek township","Southwest township","","",1,1,"Crawford","Warren",7843.48733402251
"0191047200","0197518400","Butler township","Summit township","","",1,1,"Butler","Butler",7841.52968705395
"0991000800","0998164000","Buffalo township","Watts township","","",1,1,"Perry","Perry",7833.993166668
"1270982400","1276841600","Buckingham township","Scott township","","",1,1,"Wayne","Wayne",7832.69715471145
"0794092000","0794250400","Lake township","Lehman township","","",1,1,"Luzerne","Luzerne",7832.27917613465
"0512021600","0512022400","Dunbar borough","Dunbar township","","",1,1,"Fayette","Fayette",7831.39240217564
"0110600800","1078131200","Bethel township","Washington township","","",1,1,"Berks","Schuylkill",7829.88526553475
"1155388000","1155388800","New Milford borough","New Milford township","","",1,1,"Susquehanna","Susquehanna",7827.74972937284
"0815228800","0971869600","Muncy Creek township","Delaware township","","",1,1,"Lycoming","Northumberland",7826.32804605423
"0113360000","0115508800","Heidelberg township","North Heidelberg township","","",1,1,"Berks","Berks",7824.6511163026
"0093284000","0094694400","Harrison township","Manns Choice borough","","",1,1,"Bedford","Bedford",7821.55534906788
"0533080800","0533424000","Green township","Hickory township","","",1,1,"Forest","Forest",7818.90828894175
"0271027200","0331604000","Burnside township","Cooper township","","",1,1,"Centre","Clearfield",7813.95620536078
"0115508800","0115878400","North Heidelberg township","Penn township","","",1,1,"Berks","Berks",7812.35939617249
"0191047200","0191581600","Butler township","Connoquenessing township","","",1,1,"Butler","Butler",7811.45766341215
"0292110400","0297207200","East Fallowfield township","South Coatesville borough","","",1,1,"Chester","Chester",7810.85373463063
"0195599200","0197518400","Oakland township","Summit township","","",1,1,"Butler","Butler",7807.96563489543
"0853378400","0858397600","Hempfield township","West Salem township","","",1,1,"Mercer","Mercer",7807.65132965685
"0994963200","0998436800","Miller township","Wheatfield township","","",1,1,"Perry","Perry",7807.59234173305
"0550269600","0553172000","Antrim township","Guilford township","","",1,1,"Franklin","Franklin",7803.63325159937
"0414498400","0417903200","Lower Mifflin township","Upper Frankford township","","",1,1,"Cumberland","Cumberland",7803.56916739864
"1095950400","1098380800","Perry township","West Perry township","","",1,1,"Snyder","Snyder",7801.61654144089
"1154165600","1154276000","Lathrop township","Lenox township","","",1,1,"Susquehanna","Susquehanna",7796.4428348989
"1150864800","1155073600","Bridgewater township","Montrose borough","","",1,1,"Susquehanna","Susquehanna",7785.13094336881
"1251076800","1258384000","California borough","West Pike Run township","","",1,1,"Washington","Washington",7782.82212842874
"0270742400","0277283200","Boggs township","Spring township","","",1,1,"Centre","Centre",7781.70546542907
"0512879200","0515439200","Georges township","Nicholson township","","",1,1,"Fayette","Fayette",7781.47525982733
"1056973600","1057030400","Sharon township","Shinglehouse borough","","",1,1,"Potter","Potter",7778.69905920166
"0375488000","0377204000","North Centre township","South Centre township","","",1,1,"Columbia","Columbia",7775.82794461563
"0191945600","0195599200","Donegal township","Oakland township","","",1,1,"Butler","Butler",7775.52896424915
"1095048800","1096961600","Monroe township","Shamokin Dam borough","","",1,1,"Snyder","Snyder",7772.83977077037
"0110232800","0117828000","Amity township","Union township","","",1,1,"Berks","Berks",7770.87689691524
"0111234400","0115878400","Centre township","Penn township","","",1,1,"Berks","Berks",7770.25961106073
"0292100800","0292200000","East Coventry township","East Vincent township","","",1,1,"Chester","Chester",7766.55211476751
"0515546400","0518434400","North Union township","Wharton township","","",1,1,"Fayette","Fayette",7763.56151288245
"0075407200","0191692000","New Sewickley township","Cranberry township","","",1,3,"Beaver","Butler",7763.20575912178
"0057196800","0638716000","South Bend township","Young township","","",1,1,"Armstrong","Indiana",7762.97865062412
"0654030400","0655671200","Knox township","Oliver township","","",1,1,"Jefferson","Jefferson",7753.27881739706
"0194120800","0195217600","Lancaster township","Muddycreek township","","",1,1,"Butler","Butler",7750.03358157598
"0513389600","0517408000","Henry Clay township","Stewart township","","",1,1,"Fayette","Fayette",7748.75727039828
"0151116800","1177841600","Canton township","Union township","","",1,1,"Bradford","Tioga",7747.67492311336
"0292192800","0297734400","Easttown township","Tredyffrin township","","",1,1,"Chester","Chester",7745.07409198999
"0552517600","0554888800","Fannett township","Metal township","","",1,1,"Franklin","Franklin",7744.79444022931
"0396596000","1232292000","Rome township","Eldred township","","",1,1,"Crawford","Warren",7743.26867276735
"0191404800","0191945600","Clearfield township","Donegal township","","",1,1,"Butler","Butler",7740.49381988457
"0630405600","0652859200","Banks township","Gaskill township","","",1,1,"Indiana","Jefferson",7739.85169511564
"1211623200","1215648000","Cornplanter township","Oil Creek township","","",1,1,"Venango","Venango",7739.45668002566
"0896263200","1036219200","Price township","Porter township","","",1,1,"Monroe","Pike",7735.00957500899
"0330812000","0337829600","Brady township","Union township","","",1,1,"Clearfield","Clearfield",7728.99230674683
"0194905600","0195879200","Middlesex township","Penn township","","",1,1,"Butler","Butler",7728.87790388175
"0170561600","0170876800","Bensalem township","Bristol township","","",1,1,"Bucks","Bucks",7727.33134862136
"1231567200","1232530400","Conewango township","Farmington township","","",1,1,"Warren","Warren",7725.59087562635
"0434926400","0438121600","Mifflin township","Washington township","","",1,1,"Dauphin","Dauphin",7720.00297154052
"0712068800","0718282400","Earl township","West Earl township","","",1,1,"Lancaster","Lancaster",7719.25401159749
"0191202400","0192735200","Center township","Franklin township","","",1,1,"Butler","Butler",7716.54877524243
"0832288800","0832289600","Eldred borough","Eldred township","","",1,1,"McKean","McKean",7716.4994047925
"1250238400","1257217600","Amwell township","South Franklin township","","",1,1,"Washington","Washington",7711.22390419784
"0191404800","0198578400","Clearfield township","Winfield township","","",1,1,"Butler","Butler",7709.10781990841
"0056371200","0316372800","Redbank township","Redbank township","","",1,1,"Armstrong","Clarion",7708.37506492143
"1071857600","1078263200","Deer Lake borough","West Brunswick township","","",1,1,"Schuylkill","Schuylkill",7707.81502146926
"0631035200","0638418400","Burrell township","West Wheatfield township","","",1,1,"Indiana","Indiana",7705.42213416942
"1211313600","1216155200","Cherrytree township","Plum township","","",1,1,"Venango","Venango",7702.71967912964
"0032689600","1257843200","Forward township","Union township","","",1,1,"Allegheny","Washington",7699.31318410964
"0914491200","0917928000","Lower Frederick township","Upper Salford township","","",1,1,"Montgomery","Montgomery",7698.00631321361
"0093284000","0094444800","Harrison township","Londonderry township","","",1,1,"Bedford","Bedford",7697.37933510368
"0190086000","1216901600","Allegheny township","Scrubgrass township","","",1,1,"Butler","Venango",7696.36643026728
"0093965800","0095849200","Kimmel township","Pavia township","","",1,1,"Bedford","Bedford",7695.51448176081
"1071715200","1075519200","Cressona borough","North Manheim township","","",1,1,"Schuylkill","Schuylkill",7692.73969038743
"0272562400","0277380800","Ferguson township","State College borough","","",1,1,"Centre","Centre",7692.59728659637
"0813812800","0816218400","Jersey Shore borough","Porter township","","",1,1,"Lycoming","Lycoming",7690.98683375705
"0211714400","0218120000","Cresson township","Washington township","","",1,1,"Cambria","Cambria",7690.83585532134
"0371588000","0374420800","Conyngham township","Locust township","","",1,1,"Columbia","Columbia",7690.82894821731
"0398348000","0398616800","West Mead township","Woodcock township","","",1,1,"Crawford","Crawford",7689.13238189915
"0193784800","0197518400","Jefferson township","Summit township","","",1,1,"Butler","Butler",7686.86255633528
"0891332800","0897777600","Chestnuthill township","Tunkhannock township","","",1,1,"Monroe","Monroe",7686.33797680599
"0093565600","0097265600","Hopewell township","South Woodbury township","","",1,1,"Bedford","Bedford",7685.9855429104
"0414490400","0415521600","Lower Frankford township","North Middleton township","","",1,1,"Cumberland","Cumberland",7685.09997152512
"0012770400","0014305600","Freedom township","Liberty township","","",1,2,"Adams","Adams",7683.82309470821
"0777928800","0954510400","Upper Saucon township","Lower Saucon township","","",2,1,"Lehigh","Northampton",7683.66345342577
"0191393600","0191548000","Clay township","Concord township","","",1,1,"Butler","Butler",7681.26643274942
"0071201600","0076235200","Center township","Potter township","","",1,1,"Beaver","Beaver",7680.61980019943
"0330519200","0334656800","Bell township","Mahaffey borough","","",1,1,"Clearfield","Clearfield",7680.29976215118
"0331320000","0333843200","Chest township","Jordan township","","",1,1,"Clearfield","Clearfield",7677.57885855939
"0974485600","0977874400","Lower Augusta township","Upper Augusta township","","",1,1,"Northumberland","Northumberland",7676.62698952259
"0171979200","0175330400","Doylestown township","New Britain township","","",1,1,"Bucks","Bucks",7676.2209915311
"0450602400","0451548800","Bethel township","Concord township","","",1,1,"Delaware","Delaware",7674.45627482716
"1293778400","1295888000","Jeannette city","Penn township","","",1,1,"Westmoreland","Westmoreland",7674.07957048139
"1053892000","1056207200","Keating township","Portage township","","",1,1,"Potter","Potter",7673.39780840689
"0790667200","1075547200","Black Creek township","North Union township","","",1,1,"Luzerne","Schuylkill",7670.03787769271
"0090888000","0094307200","Broad Top township","Liberty township","","",1,1,"Bedford","Bedford",7666.41299395036
"0114668000","0115685600","Maidencreek township","Ontelaunee township","","",1,1,"Berks","Berks",7666.160186917
"0711396000","0712384000","Clay township","Ephrata township","","",1,3,"Lancaster","Lancaster",7659.00738634817
"0715884000","0718116800","Penn township","Warwick township","","",1,1,"Lancaster","Lancaster",7658.39299680239
"1150271200","1151350400","Apolacon township","Choconut township","","",1,1,"Susquehanna","Susquehanna",7654.11359109354
"0570370400","0574320000","Ayr township","Licking Creek township","","",1,1,"Fulton","Fulton",7646.50114577787
"1251142400","1251953600","Carroll township","Donora borough","","",1,1,"Washington","Washington",7646.23327104093
"1057824000","1057824800","Ulysses borough","Ulysses township","","",1,1,"Potter","Potter",7644.36527391199
"0415882400","0417238400","Penn township","South Newton township","","",1,1,"Cumberland","Cumberland",7643.64859539404
"0055485600","0058302400","North Buffalo township","West Franklin township","","",1,1,"Armstrong","Armstrong",7643.46716526429
"0915939200","0917101600","Perkiomen township","Skippack township","","",1,1,"Montgomery","Montgomery",7642.92224871224
